전표일자,전표번호,계정코드,계정과목,차변금액,대변금액,거래처코드,입력사원,입력일자
20230101,50,10800,외상매출금,66000,0,12282,361,2023-01-04오후3:14:08
20230101,50,40401,제품매출,0,60000,12282,361,2023-01-04오후3:14:08
20230101,50,25500,부가세예수금,0,6000,12282,361,2023-01-04오후3:14:08
20230101,72,10800,외상매출금,-44000,0,5830,361,2023-01-04오후3:14:08
20230101,72,40401,제품매출,0,-40000,5830,361,2023-01-04오후3:14:08
20230101,72,25500,부가세예수금,0,-4000,5830,361,2023-01-04오후3:14:08
20230101,3240,40100,상품매출,0,473000000,14995,361,2023-01-04오후3:14:08
20230101,3240,25500,부가세예수금,0,47300000,14995,361,2023-01-04오후3:14:08
20230101,3240,10301,보통예금,520300000,0,14995,361,2023-01-04오후3:14:08
20230102,3333,40100,상품매출,0,728000000,9196,361,2023-01-04오후3:14:08
20230102,3333,25500,부가세예수금,0,72800000,9196,361,2023-01-04오후3:14:08
20230102,3333,24000,컴퓨터소프트웨어,800800000,0,9196,361,2023-01-04오후3:14:08
20230103,81,10800,외상매출금,66000,0,12916,361,2023-01-04오후3:14:08
20230103,81,40401,제품매출,0,60000,12916,361,2023-01-04오후3:14:08
20230103,81,25500,부가세예수금,0,6000,12916,361,2023-01-04오후3:14:08
20230104,25,25301,미지급금(일반),110000,0,14354,361,2023-01-04오후3:14:08
20230104,25,10301,보통예금,0,110000,91059,361,2023-01-04오후3:14:08
20230104,179,10800,외상매출금,880000,0,14733,260,2023-01-05오전10:14:01
20230104,179,40401,제품매출,0,800000,14733,260,2023-01-05오전10:14:01
20230104,179,25500,부가세예수금,0,80000,14733,260,2023-01-05오전10:14:01
20230104,213,10800,외상매출금,66000,0,11558,260,2023-01-05오전10:14:01
20230104,213,40401,제품매출,0,60000,11558,260,2023-01-05오전10:14:01
20230104,213,25500,부가세예수금,0,6000,11558,260,2023-01-05오전10:14:01
20230104,220,10800,외상매출금,66000,0,11873,260,2023-01-05오전10:14:01
20230104,220,40401,제품매출,0,60000,11873,260,2023-01-05오전10:14:01
20230104,220,25500,부가세예수금,0,6000,11873,260,2023-01-05오전10:14:01
20230104,271,10800,외상매출금,66000,0,13950,260,2023-01-05오전10:14:01
20230104,271,40401,제품매출,0,60000,13950,260,2023-01-05오전10:14:01
20230104,271,25500,부가세예수금,0,6000,13950,260,2023-01-05오전10:14:01
20230104,276,10800,외상매출금,66000,0,14009,260,2023-01-05오전10:14:01
20230104,276,40401,제품매출,0,60000,14009,260,2023-01-05오전10:14:01
20230104,276,25500,부가세예수금,0,6000,14009,260,2023-01-05오전10:14:01
20230105,2,25100,외상매입금,1622511,0,80230,260,2023-01-05오전10:14:01
20230105,2,10301,보통예금,0,1622511,91059,260,2023-01-05오전10:14:01
20230106,60,10800,외상매출금,38170,0,10905,361,2023-01-10오후5:09:41
20230106,60,40401,제품매출,0,34700,10905,361,2023-01-10오후5:09:41
20230106,60,25500,부가세예수금,0,3470,10905,361,2023-01-10오후5:09:41
20230106,94,10800,외상매출금,40590,0,13203,361,2023-01-10오후5:09:41
20230106,94,40401,제품매출,0,36900,13203,361,2023-01-10오후5:09:41
20230106,94,25500,부가세예수금,0,3690,13203,361,2023-01-10오후5:09:41
20230106,111,10800,외상매출금,57860,0,13551,361,2023-01-10오후5:09:41
20230106,111,40401,제품매출,0,52600,13551,361,2023-01-10오후5:09:41
20230106,111,25500,부가세예수금,0,5260,13551,361,2023-01-10오후5:09:41
20230106,155,10800,외상매출금,88540,0,14463,361,2023-01-10오후5:09:41
20230106,155,40401,제품매출,0,80490,14463,361,2023-01-10오후5:09:41
20230106,155,25500,부가세예수금,0,8050,14463,361,2023-01-10오후5:09:41
20230106,169,10800,외상매출금,44000,0,82307,361,2023-01-10오후5:09:41
20230106,169,40401,제품매출,0,40000,82307,361,2023-01-10오후5:09:41
20230106,169,25500,부가세예수금,0,4000,82307,361,2023-01-10오후5:09:41
20230107,7,10800,외상매출금,1122000,0,7270,361,2023-01-10오후5:09:41
20230107,7,40401,제품매출,0,1020000,7270,361,2023-01-10오후5:09:41
20230107,7,25500,부가세예수금,0,102000,7270,361,2023-01-10오후5:09:41
20230107,3261,40100,상품매출,0,868000000,11295,361,2023-01-10오후5:09:41
20230107,3261,25500,부가세예수금,0,86800000,11295,361,2023-01-10오후5:09:41
20230107,3261,10301,보통예금,954800000,0,11295,361,2023-01-10오후5:09:41
20230107,3276,40100,상품매출,0,802000000,83000,361,2023-01-10오후5:09:41
20230107,3276,25500,부가세예수금,0,80200000,83000,361,2023-01-10오후5:09:41
20230107,3276,24000,컴퓨터소프트웨어,882200000,0,83000,361,2023-01-10오후5:09:41
20230108,3282,40100,상품매출,0,977000000,82342,361,2023-01-10오후5:09:41
20230108,3282,25500,부가세예수금,0,97700000,82342,361,2023-01-10오후5:09:41
20230108,3282,24000,컴퓨터소프트웨어,1074700000,0,82342,361,2023-01-10오후5:09:41
20230109,3308,40100,상품매출,0,304000000,8710,361,2023-01-10오후5:09:41
20230109,3308,25500,부가세예수금,0,30400000,8710,361,2023-01-10오후5:09:41
20230109,3308,24000,컴퓨터소프트웨어,334400000,0,8710,361,2023-01-10오후5:09:41
20230110,29,10800,외상매출금,1181400,0,12620,361,2023-01-10오후5:09:41
20230110,29,40401,제품매출,0,1074000,12620,361,2023-01-10오후5:09:41
20230110,29,25500,부가세예수금,0,107400,12620,361,2023-01-10오후5:09:41
20230110,107,10800,외상매출금,990000,0,12469,361,2023-01-10오후5:09:41
20230110,107,40401,제품매출,0,900000,12469,361,2023-01-10오후5:09:41
20230110,107,25500,부가세예수금,0,90000,12469,361,2023-01-10오후5:09:41
20230110,157,25301,미지급금(일반),17583860,0,87216,361,2023-01-10오후5:09:41
20230110,157,25402,예수금(4대보험),17863150,0,87216,361,2023-01-10오후5:09:41
20230110,157,25301,미지급금(일반),14645950,0,87215,361,2023-01-10오후5:09:41
20230110,157,25402,예수금(4대보험),14687970,0,87215,361,2023-01-10오후5:09:41
20230110,157,25301,미지급금(일반),3782910,0,87229,361,2023-01-10오후5:09:41
20230110,157,25402,예수금(4대보험),2608460,0,87229,361,2023-01-10오후5:09:41
20230110,157,25301,미지급금(일반),1995640,0,87229,361,2023-01-10오후5:09:41
20230110,157,93000,잡이익,0,500,0,361,2023-01-10오후5:09:41
20230110,157,10301,보통예금,0,73167440,91018,361,2023-01-10오후5:09:41
20230110,3285,40401,제품매출,0,50000000,87715,771,2023-01-11오후1:15:15
20230110,3285,25500,부가세예수금,0,5000000,87715,771,2023-01-11오후1:15:15
20230110,3285,24000,컴퓨터소프트웨어,55000000,0,87715,771,2023-01-11오후1:15:15
20230111,41,10301,보통예금,1122000,0,91073,771,2023-01-11오후1:15:15
20230111,41,10800,외상매출금,0,1122000,7270,771,2023-01-11오후1:15:16
20230111,3344,40100,상품매출,0,132000000,1119,361,2023-01-12오후3:11:46
20230111,3344,25500,부가세예수금,0,13200000,1119,361,2023-01-12오후3:11:46
20230111,3344,24000,컴퓨터소프트웨어,145200000,0,1119,361,2023-01-12오후3:11:46
20230112,23,25301,미지급금(일반),146770,0,70900,361,2023-01-12오후3:11:46
20230112,23,25301,미지급금(일반),278300,0,70900,361,2023-01-12오후3:11:46
20230112,23,25301,미지급금(일반),52000,0,70900,361,2023-01-12오후3:11:46
20230112,23,25301,미지급금(일반),18300,0,70900,361,2023-01-12오후3:11:46
20230112,23,10301,보통예금,0,495370,91059,361,2023-01-12오후3:11:46
20230112,33,25301,미지급금(일반),614100,0,70310,361,2023-01-12오후3:32:42
20230112,33,25301,미지급금(일반),117300,0,70310,361,2023-01-12오후3:32:42
20230112,33,10301,보통예금,0,731400,91059,361,2023-01-12오후3:32:42
20230113,9,25100,외상매입금,440000,0,12385,361,2023-01-13오전11:28:43
20230113,9,10301,보통예금,0,440000,91059,361,2023-01-13오전11:28:43
20230113,21,25301,미지급금(일반),59600,0,71378,361,2023-01-13오후1:15:48
20230113,21,10301,보통예금,0,59600,91059,361,2023-01-13오후1:15:48
20230113,33,10301,보통예금,1050500,0,91013,1150,2023-01-13오후4:40:47
20230113,33,10800,외상매출금,0,770000,11183,1150,2023-01-13오후4:40:47
20230113,33,10800,외상매출금,0,280500,87928,1150,2023-01-13오후4:40:47
20230115,4,10800,외상매출금,99000,0,7680,361,2023-01-16오후2:00:23
20230115,4,40401,제품매출,0,90000,7680,361,2023-01-16오후2:00:23
20230115,4,25500,부가세예수금,0,9000,7680,361,2023-01-16오후2:00:23
20230115,9,10800,외상매출금,77000,0,9624,361,2023-01-16오후2:00:23
20230115,9,40401,제품매출,0,70000,9624,361,2023-01-16오후2:00:23
20230115,9,25500,부가세예수금,0,7000,9624,361,2023-01-16오후2:00:23
20230116,128,10800,외상매출금,5500,0,13385,361,2023-01-16오후2:00:23
20230116,128,40401,제품매출,0,5000,13385,361,2023-01-16오후2:00:23
20230116,128,25500,부가세예수금,0,500,13385,361,2023-01-16오후2:00:23
20230116,233,25301,미지급금(일반),5324000,0,13033,361,2023-01-16오후2:00:23
20230116,233,10301,보통예금,0,5324000,91059,361,2023-01-16오후2:00:23
20230116,276,10502,정기적금,4910500,0,99223,361,2023-01-17오후6:25:58
20230116,276,82100,보험료,1549800,0,82460,361,2023-01-17오후6:25:58
20230116,276,10301,보통예금,0,6460300,91018,361,2023-01-17오후6:25:58
20230117,3302,40401,제품매출,0,991000000,11387,361,2023-01-18오후2:51:35
20230117,3302,25500,부가세예수금,0,99100000,11387,361,2023-01-18오후2:51:35
20230117,3302,24000,컴퓨터소프트웨어,1090100000,0,11387,361,2023-01-18오후2:51:35
20230118,31,51200,여비교통비(제),676620,0,71145,361,2023-01-18오후2:51:35
20230118,31,10301,보통예금,0,676620,91059,361,2023-01-18오후2:51:35
20230119,7,25100,외상매입금,275000,0,11149,361,2023-01-19오후3:20:30
20230119,7,10301,보통예금,0,275000,91059,361,2023-01-19오후3:20:30
20230120,40,10800,외상매출금,265000,0,11140,361,2023-01-23오후6:22:27
20230120,40,40401,제품매출,0,240909,11140,361,2023-01-23오후6:22:27
20230120,40,25500,부가세예수금,0,24091,11140,361,2023-01-23오후6:22:27
20230120,108,10800,외상매출금,33550,0,8557,361,2023-01-23오후6:22:27
20230120,108,40401,제품매출,0,30500,8557,361,2023-01-23오후6:22:27
20230120,108,25500,부가세예수금,0,3050,8557,361,2023-01-23오후6:22:27
20230120,189,10800,외상매출금,66000,0,14575,361,2023-01-23오후6:22:27
20230120,189,40401,제품매출,0,60000,14575,361,2023-01-23오후6:22:27
20230120,189,25500,부가세예수금,0,6000,14575,361,2023-01-23오후6:22:27
20230120,195,10800,외상매출금,66000,0,81627,361,2023-01-23오후6:22:27
20230120,195,40401,제품매출,0,60000,81627,361,2023-01-23오후6:22:27
20230120,195,25500,부가세예수금,0,6000,81627,361,2023-01-23오후6:22:27
20230120,256,10800,외상매출금,44000,0,278,361,2023-01-23오후6:22:27
20230120,256,40401,제품매출,0,40000,278,361,2023-01-23오후6:22:27
20230120,256,25500,부가세예수금,0,4000,278,361,2023-01-23오후6:22:27
20230120,315,10800,외상매출금,55000,0,953,361,2023-01-23오후6:22:27
20230120,315,40401,제품매출,0,50000,953,361,2023-01-23오후6:22:27
20230120,315,25500,부가세예수금,0,5000,953,361,2023-01-23오후6:22:27
20230120,327,10800,외상매출금,77000,0,1119,361,2023-01-23오후6:22:27
20230120,327,40401,제품매출,0,70000,1119,361,2023-01-23오후6:22:27
20230120,327,25500,부가세예수금,0,7000,1119,361,2023-01-23오후6:22:27
20230120,347,10800,외상매출금,55000,0,1326,361,2023-01-23오후6:22:27
20230120,347,40401,제품매출,0,50000,1326,361,2023-01-23오후6:22:27
20230120,347,25500,부가세예수금,0,5000,1326,361,2023-01-23오후6:22:27
20230120,398,10800,외상매출금,77000,0,2141,361,2023-01-23오후6:22:27
20230120,398,40401,제품매출,0,70000,2141,361,2023-01-23오후6:22:27
20230120,398,25500,부가세예수금,0,7000,2141,361,2023-01-23오후6:22:27
20230120,419,10800,외상매출금,77000,0,2353,361,2023-01-23오후6:22:27
20230120,419,40401,제품매출,0,70000,2353,361,2023-01-23오후6:22:27
20230120,419,25500,부가세예수금,0,7000,2353,361,2023-01-23오후6:22:27
20230120,430,10800,외상매출금,55000,0,2490,361,2023-01-23오후6:22:27
20230120,430,40401,제품매출,0,50000,2490,361,2023-01-23오후6:22:27
20230120,430,25500,부가세예수금,0,5000,2490,361,2023-01-23오후6:22:27
20230120,446,10800,외상매출금,55000,0,2693,361,2023-01-23오후6:22:27
20230120,446,40401,제품매출,0,50000,2693,361,2023-01-23오후6:22:27
20230120,446,25500,부가세예수금,0,5000,2693,361,2023-01-23오후6:22:27
20230120,546,10800,외상매출금,55000,0,4026,361,2023-01-23오후6:22:27
20230120,546,40401,제품매출,0,50000,4026,361,2023-01-23오후6:22:27
20230120,546,25500,부가세예수금,0,5000,4026,361,2023-01-23오후6:22:27
20230120,558,10800,외상매출금,55000,0,4155,361,2023-01-23오후6:22:27
20230120,558,40401,제품매출,0,50000,4155,361,2023-01-23오후6:22:27
20230120,558,25500,부가세예수금,0,5000,4155,361,2023-01-23오후6:22:27
20230120,631,10800,외상매출금,44000,0,5054,361,2023-01-23오후6:22:27
20230120,631,40401,제품매출,0,40000,5054,361,2023-01-23오후6:22:27
20230120,631,25500,부가세예수금,0,4000,5054,361,2023-01-23오후6:22:27
20230120,654,10800,외상매출금,225000,0,5213,361,2023-01-23오후6:22:27
20230120,654,40401,제품매출,0,204545,5213,361,2023-01-23오후6:22:27
20230120,654,25500,부가세예수금,0,20455,5213,361,2023-01-23오후6:22:27
20230120,705,10800,외상매출금,110000,0,5885,361,2023-01-23오후6:22:27
20230120,705,40401,제품매출,0,100000,5885,361,2023-01-23오후6:22:27
20230120,705,25500,부가세예수금,0,10000,5885,361,2023-01-23오후6:22:27
20230120,754,10800,외상매출금,66000,0,6542,361,2023-01-23오후6:22:27
20230120,754,40401,제품매출,0,60000,6542,361,2023-01-23오후6:22:27
20230120,754,25500,부가세예수금,0,6000,6542,361,2023-01-23오후6:22:27
20230120,928,10800,외상매출금,77000,0,9197,361,2023-01-23오후6:22:27
20230120,928,40401,제품매출,0,70000,9197,361,2023-01-23오후6:22:27
20230120,928,25500,부가세예수금,0,7000,9197,361,2023-01-23오후6:22:27
20230120,937,10800,외상매출금,99000,0,9316,361,2023-01-23오후6:22:27
20230120,937,40401,제품매출,0,90000,9316,361,2023-01-23오후6:22:27
20230120,937,25500,부가세예수금,0,9000,9316,361,2023-01-23오후6:22:27
20230120,979,10800,외상매출금,143000,0,9760,361,2023-01-23오후6:22:27
20230120,979,40401,제품매출,0,130000,9760,361,2023-01-23오후6:22:27
20230120,979,25500,부가세예수금,0,13000,9760,361,2023-01-23오후6:22:27
20230120,1015,10800,외상매출금,99000,0,9924,361,2023-01-23오후6:22:27
20230120,1015,40401,제품매출,0,90000,9924,361,2023-01-23오후6:22:27
20230120,1015,25500,부가세예수금,0,9000,9924,361,2023-01-23오후6:22:27
20230120,1038,10800,외상매출금,110000,0,10033,361,2023-01-23오후6:22:27
20230120,1038,40401,제품매출,0,100000,10033,361,2023-01-23오후6:22:27
20230120,1038,25500,부가세예수금,0,10000,10033,361,2023-01-23오후6:22:27
20230120,1040,10800,외상매출금,66000,0,10039,361,2023-01-23오후6:22:27
20230120,1040,40401,제품매출,0,60000,10039,361,2023-01-23오후6:22:27
20230120,1040,25500,부가세예수금,0,6000,10039,361,2023-01-23오후6:22:27
20230120,1053,10800,외상매출금,198000,0,10112,361,2023-01-23오후6:22:27
20230120,1053,40401,제품매출,0,180000,10112,361,2023-01-23오후6:22:27
20230120,1053,25500,부가세예수금,0,18000,10112,361,2023-01-23오후6:22:27
20230120,1075,10800,외상매출금,154000,0,10354,361,2023-01-23오후6:22:27
20230120,1075,40401,제품매출,0,140000,10354,361,2023-01-23오후6:22:27
20230120,1075,25500,부가세예수금,0,14000,10354,361,2023-01-23오후6:22:27
20230120,1215,10800,외상매출금,66000,0,10886,361,2023-01-23오후6:22:27
20230120,1215,40401,제품매출,0,60000,10886,361,2023-01-23오후6:22:27
20230120,1215,25500,부가세예수금,0,6000,10886,361,2023-01-23오후6:22:27
20230120,1311,10800,외상매출금,55000,0,11320,361,2023-01-23오후6:22:27
20230120,1311,40401,제품매출,0,50000,11320,361,2023-01-23오후6:22:27
20230120,1311,25500,부가세예수금,0,5000,11320,361,2023-01-23오후6:22:27
20230120,1336,10800,외상매출금,66000,0,11393,361,2023-01-23오후6:22:27
20230120,1336,40401,제품매출,0,60000,11393,361,2023-01-23오후6:22:27
20230120,1336,25500,부가세예수금,0,6000,11393,361,2023-01-23오후6:22:27
20230120,1366,10800,외상매출금,55000,0,11579,361,2023-01-23오후6:22:27
20230120,1366,40401,제품매출,0,50000,11579,361,2023-01-23오후6:22:27
20230120,1366,25500,부가세예수금,0,5000,11579,361,2023-01-23오후6:22:27
20230120,1368,10800,외상매출금,99000,0,11587,361,2023-01-23오후6:22:27
20230120,1368,40401,제품매출,0,90000,11587,361,2023-01-23오후6:22:27
20230120,1368,25500,부가세예수금,0,9000,11587,361,2023-01-23오후6:22:27
20230120,1527,10800,외상매출금,77000,0,12210,361,2023-01-23오후6:22:27
20230120,1527,40401,제품매출,0,70000,12210,361,2023-01-23오후6:22:27
20230120,1527,25500,부가세예수금,0,7000,12210,361,2023-01-23오후6:22:27
20230120,1598,10800,외상매출금,55000,0,12354,361,2023-01-23오후6:22:27
20230120,1598,40401,제품매출,0,50000,12354,361,2023-01-23오후6:22:27
20230120,1598,25500,부가세예수금,0,5000,12354,361,2023-01-23오후6:22:27
20230120,1683,10800,외상매출금,55000,0,12638,361,2023-01-23오후6:22:27
20230120,1683,40401,제품매출,0,50000,12638,361,2023-01-23오후6:22:27
20230120,1683,25500,부가세예수금,0,5000,12638,361,2023-01-23오후6:22:27
20230120,1716,10800,외상매출금,55000,0,12788,361,2023-01-23오후6:22:27
20230120,1716,40401,제품매출,0,50000,12788,361,2023-01-23오후6:22:27
20230120,1716,25500,부가세예수금,0,5000,12788,361,2023-01-23오후6:22:27
20230120,1835,10800,외상매출금,110000,0,13204,361,2023-01-23오후6:22:27
20230120,1835,40401,제품매출,0,100000,13204,361,2023-01-23오후6:22:27
20230120,1835,25500,부가세예수금,0,10000,13204,361,2023-01-23오후6:22:27
20230120,1880,10800,외상매출금,110000,0,13393,361,2023-01-23오후6:22:27
20230120,1880,40401,제품매출,0,100000,13393,361,2023-01-23오후6:22:27
20230120,1880,25500,부가세예수금,0,10000,13393,361,2023-01-23오후6:22:27
20230120,1892,10800,외상매출금,55000,0,13451,361,2023-01-23오후6:22:27
20230120,1892,40401,제품매출,0,50000,13451,361,2023-01-23오후6:22:27
20230120,1892,25500,부가세예수금,0,5000,13451,361,2023-01-23오후6:22:27
20230120,1923,10800,외상매출금,99000,0,13557,361,2023-01-23오후6:22:27
20230120,1923,40401,제품매출,0,90000,13557,361,2023-01-23오후6:22:27
20230120,1923,25500,부가세예수금,0,9000,13557,361,2023-01-23오후6:22:27
20230120,1929,10800,외상매출금,88000,0,13576,361,2023-01-23오후6:22:27
20230120,1929,40401,제품매출,0,80000,13576,361,2023-01-23오후6:22:27
20230120,1929,25500,부가세예수금,0,8000,13576,361,2023-01-23오후6:22:27
20230120,1947,10800,외상매출금,154000,0,13637,361,2023-01-23오후6:22:27
20230120,1947,40401,제품매출,0,140000,13637,361,2023-01-23오후6:22:27
20230120,1947,25500,부가세예수금,0,14000,13637,361,2023-01-23오후6:22:27
20230120,2009,10800,외상매출금,231000,0,13893,361,2023-01-23오후6:22:27
20230120,2009,40401,제품매출,0,210000,13893,361,2023-01-23오후6:22:27
20230120,2009,25500,부가세예수금,0,21000,13893,361,2023-01-23오후6:22:27
20230120,2012,10800,외상매출금,143000,0,13897,361,2023-01-23오후6:22:27
20230120,2012,40401,제품매출,0,130000,13897,361,2023-01-23오후6:22:27
20230120,2012,25500,부가세예수금,0,13000,13897,361,2023-01-23오후6:22:27
20230120,2055,10800,외상매출금,132000,0,14009,361,2023-01-23오후6:22:27
20230120,2055,40401,제품매출,0,120000,14009,361,2023-01-23오후6:22:27
20230120,2055,25500,부가세예수금,0,12000,14009,361,2023-01-23오후6:22:27
20230120,2103,10800,외상매출금,88000,0,14164,361,2023-01-23오후6:22:27
20230120,2103,40401,제품매출,0,80000,14164,361,2023-01-23오후6:22:27
20230120,2103,25500,부가세예수금,0,8000,14164,361,2023-01-23오후6:22:27
20230120,2163,10800,외상매출금,110000,0,14405,361,2023-01-23오후6:22:27
20230120,2163,40401,제품매출,0,100000,14405,361,2023-01-23오후6:22:27
20230120,2163,25500,부가세예수금,0,10000,14405,361,2023-01-23오후6:22:27
20230120,2175,10800,외상매출금,77000,0,14458,361,2023-01-23오후6:22:27
20230120,2175,40401,제품매출,0,70000,14458,361,2023-01-23오후6:22:27
20230120,2175,25500,부가세예수금,0,7000,14458,361,2023-01-23오후6:22:27
20230120,2188,10800,외상매출금,220000,0,14508,361,2023-01-23오후6:22:27
20230120,2188,40401,제품매출,0,200000,14508,361,2023-01-23오후6:22:27
20230120,2188,25500,부가세예수금,0,20000,14508,361,2023-01-23오후6:22:27
20230120,2277,10800,외상매출금,55000,0,80813,361,2023-01-23오후6:22:27
20230120,2277,40401,제품매출,0,50000,80813,361,2023-01-23오후6:22:27
20230120,2277,25500,부가세예수금,0,5000,80813,361,2023-01-23오후6:22:27
20230120,2289,10800,외상매출금,55000,0,80925,361,2023-01-23오후6:22:27
20230120,2289,40401,제품매출,0,50000,80925,361,2023-01-23오후6:22:27
20230120,2289,25500,부가세예수금,0,5000,80925,361,2023-01-23오후6:22:27
20230120,2336,10800,외상매출금,77000,0,81196,361,2023-01-23오후6:22:27
20230120,2336,40401,제품매출,0,70000,81196,361,2023-01-23오후6:22:27
20230120,2336,25500,부가세예수금,0,7000,81196,361,2023-01-23오후6:22:27
20230120,2404,10800,외상매출금,55000,0,81592,361,2023-01-23오후6:22:27
20230120,2404,40401,제품매출,0,50000,81592,361,2023-01-23오후6:22:27
20230120,2404,25500,부가세예수금,0,5000,81592,361,2023-01-23오후6:22:27
20230120,2428,10800,외상매출금,143000,0,81791,361,2023-01-23오후6:22:27
20230120,2428,40401,제품매출,0,130000,81791,361,2023-01-23오후6:22:27
20230120,2428,25500,부가세예수금,0,13000,81791,361,2023-01-23오후6:22:27
20230120,2468,10800,외상매출금,44000,0,82128,361,2023-01-23오후6:22:27
20230120,2468,40401,제품매출,0,40000,82128,361,2023-01-23오후6:22:27
20230120,2468,25500,부가세예수금,0,4000,82128,361,2023-01-23오후6:22:27
20230120,2516,10800,외상매출금,77000,0,82342,361,2023-01-23오후6:22:27
20230120,2516,40401,제품매출,0,70000,82342,361,2023-01-23오후6:22:27
20230120,2516,25500,부가세예수금,0,7000,82342,361,2023-01-23오후6:22:27
20230120,2569,10800,외상매출금,77000,0,82750,361,2023-01-23오후6:22:27
20230120,2569,40401,제품매출,0,70000,82750,361,2023-01-23오후6:22:27
20230120,2569,25500,부가세예수금,0,7000,82750,361,2023-01-23오후6:22:27
20230120,2572,10800,외상매출금,55000,0,82771,361,2023-01-23오후6:22:27
20230120,2572,40401,제품매출,0,50000,82771,361,2023-01-23오후6:22:27
20230120,2572,25500,부가세예수금,0,5000,82771,361,2023-01-23오후6:22:27
20230120,2638,10800,외상매출금,55000,0,83152,361,2023-01-23오후6:22:27
20230120,2638,40401,제품매출,0,50000,83152,361,2023-01-23오후6:22:27
20230120,2638,25500,부가세예수금,0,5000,83152,361,2023-01-23오후6:22:27
20230120,2666,10800,외상매출금,99000,0,83422,361,2023-01-23오후6:22:27
20230120,2666,40401,제품매출,0,90000,83422,361,2023-01-23오후6:22:27
20230120,2666,25500,부가세예수금,0,9000,83422,361,2023-01-23오후6:22:27
20230120,2715,10800,외상매출금,55000,0,83844,361,2023-01-23오후6:22:27
20230120,2715,40401,제품매출,0,50000,83844,361,2023-01-23오후6:22:27
20230120,2715,25500,부가세예수금,0,5000,83844,361,2023-01-23오후6:22:27
20230120,2844,10800,외상매출금,55000,0,84515,361,2023-01-23오후6:22:27
20230120,2844,40401,제품매출,0,50000,84515,361,2023-01-23오후6:22:27
20230120,2844,25500,부가세예수금,0,5000,84515,361,2023-01-23오후6:22:27
20230120,2852,10800,외상매출금,55000,0,84609,361,2023-01-23오후6:22:27
20230120,2852,40401,제품매출,0,50000,84609,361,2023-01-23오후6:22:27
20230120,2852,25500,부가세예수금,0,5000,84609,361,2023-01-23오후6:22:27
20230120,2888,10800,외상매출금,88000,0,84970,361,2023-01-23오후6:22:27
20230120,2888,40401,제품매출,0,80000,84970,361,2023-01-23오후6:22:27
20230120,2888,25500,부가세예수금,0,8000,84970,361,2023-01-23오후6:22:27
20230120,2940,10800,외상매출금,55000,0,85508,361,2023-01-23오후6:22:27
20230120,2940,40401,제품매출,0,50000,85508,361,2023-01-23오후6:22:27
20230120,2940,25500,부가세예수금,0,5000,85508,361,2023-01-23오후6:22:27
20230120,2990,10800,외상매출금,66000,0,85895,361,2023-01-23오후6:22:27
20230120,2990,40401,제품매출,0,60000,85895,361,2023-01-23오후6:22:27
20230120,2990,25500,부가세예수금,0,6000,85895,361,2023-01-23오후6:22:27
20230120,3003,10800,외상매출금,55000,0,87266,361,2023-01-23오후6:22:27
20230120,3003,40401,제품매출,0,50000,87266,361,2023-01-23오후6:22:27
20230120,3003,25500,부가세예수금,0,5000,87266,361,2023-01-23오후6:22:27
20230120,3032,10800,외상매출금,44000,0,87610,361,2023-01-23오후6:22:27
20230120,3032,40401,제품매출,0,40000,87610,361,2023-01-23오후6:22:27
20230120,3032,25500,부가세예수금,0,4000,87610,361,2023-01-23오후6:22:27
20230120,3051,10800,외상매출금,55000,0,87959,361,2023-01-23오후6:22:27
20230120,3051,40401,제품매출,0,50000,87959,361,2023-01-23오후6:22:27
20230120,3051,25500,부가세예수금,0,5000,87959,361,2023-01-23오후6:22:27
20230120,3091,10800,외상매출금,55000,0,88494,361,2023-01-23오후6:22:27
20230120,3091,40401,제품매출,0,50000,88494,361,2023-01-23오후6:22:27
20230120,3091,25500,부가세예수금,0,5000,88494,361,2023-01-23오후6:22:27
20230120,3101,10800,외상매출금,77000,0,88648,361,2023-01-23오후6:22:27
20230120,3101,40401,제품매출,0,70000,88648,361,2023-01-23오후6:22:27
20230120,3101,25500,부가세예수금,0,7000,88648,361,2023-01-23오후6:22:27
20230120,3105,10800,외상매출금,66000,0,88685,361,2023-01-23오후6:22:27
20230120,3105,40401,제품매출,0,60000,88685,361,2023-01-23오후6:22:27
20230120,3105,25500,부가세예수금,0,6000,88685,361,2023-01-23오후6:22:27
20230120,3116,10800,외상매출금,50000,0,88808,361,2023-01-23오후6:22:27
20230120,3116,40401,제품매출,0,45454,88808,361,2023-01-23오후6:22:27
20230120,3116,25500,부가세예수금,0,4546,88808,361,2023-01-23오후6:22:27
20230120,3260,40401,제품매출,0,45000000,87584,361,2023-01-23오후6:22:27
20230120,3260,25500,부가세예수금,0,4500000,87584,361,2023-01-23오후6:22:27
20230120,3260,10301,보통예금,49500000,0,87584,361,2023-01-23오후6:22:27
20230121,3265,40100,상품매출,0,339000000,14680,361,2023-01-23오후6:22:27
20230121,3265,25500,부가세예수금,0,33900000,14680,361,2023-01-23오후6:22:27
20230121,3265,10301,보통예금,372900000,0,14680,361,2023-01-23오후6:22:27
20230123,34,10100,현금,30000000,0,0,361,2023-01-23오후6:22:27
20230123,34,10301,보통예금,0,30000000,91059,361,2023-01-23오후6:22:27
20230123,78,10301,보통예금,165000,0,91005,1183,2023-01-24오후6:11:02
20230123,78,10800,외상매출금,0,165000,12606,1183,2023-01-24오후6:11:02
20230123,94,10800,외상매출금,600000,0,14767,1152,2023-01-25오전8:49:55
